t,label,cpu_pct_sum,rss_mb_sum,n_procs
1788974631.857038,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974632.0591567,learning_extended:serverless_predictive_lastgap,4.9,165.23,4
1788974632.2610953,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974632.463301,learning_extended:serverless_predictive_lastgap,0.0,122.62,3
1788974632.6653152,learning_extended:serverless_predictive_lastgap,5.0,80.04,3
1788974632.867306,learning_extended:serverless_predictive_lastgap,0.0,80.04,2
1788974633.0692556,learning_extended:serverless_predictive_lastgap,0.0,37.38,1
1788974633.2711403,learning_extended:serverless_predictive_lastgap,0.0,37.38,1
1788974633.4729156,learning_extended:serverless_predictive_lastgap,0.0,37.38,1
1788974633.6747372,learning_extended:serverless_predictive_lastgap,5.0,37.38,1
1788974633.8765502,learning_extended:serverless_predictive_lastgap,0.0,37.38,1
1788974634.0784323,learning_extended:serverless_predictive_lastgap,0.0,37.38,1
1788974634.2802129,learning_extended:serverless_predictive_lastgap,0.0,37.38,1
1788974634.4830503,learning_extended:serverless_predictive_lastgap,4.9,90.67,4
1788974634.6867776,learning_extended:serverless_predictive_lastgap,191.4,136.23,4
1788974634.8907416,learning_extended:serverless_predictive_lastgap,191.1,150.95,4
1788974635.0928535,learning_extended:serverless_predictive_lastgap,133.5,164.93,4
1788974635.294897,learning_extended:serverless_predictive_lastgap,0.0,164.93,4
1788974635.4968328,learning_extended:serverless_predictive_lastgap,0.0,164.93,4
1788974635.6989212,learning_extended:serverless_predictive_lastgap,0.0,164.93,4
1788974635.9017541,learning_extended:serverless_predictive_lastgap,0.0,164.93,4
1788974636.104079,learning_extended:serverless_predictive_lastgap,0.0,164.93,4
1788974636.3061986,learning_extended:serverless_predictive_lastgap,0.0,164.93,4
1788974636.5082011,learning_extended:serverless_predictive_lastgap,5.0,164.93,4
1788974636.7103677,learning_extended:serverless_predictive_lastgap,0.0,164.93,4
1788974636.912257,learning_extended:serverless_predictive_lastgap,0.0,164.93,4
1788974637.1143131,learning_extended:serverless_predictive_lastgap,0.0,164.93,4
1788974637.3162787,learning_extended:serverless_predictive_lastgap,0.0,164.93,4
1788974637.518345,learning_extended:serverless_predictive_lastgap,0.0,164.93,4
1788974637.7203252,learning_extended:serverless_predictive_lastgap,0.0,164.93,4
1788974637.9223347,learning_extended:serverless_predictive_lastgap,5.0,164.93,4
1788974638.1247425,learning_extended:serverless_predictive_lastgap,0.0,164.93,4
1788974638.3267045,learning_extended:serverless_predictive_lastgap,0.0,164.93,4
1788974638.5287778,learning_extended:serverless_predictive_lastgap,0.0,164.93,4
1788974638.730762,learning_extended:serverless_predictive_lastgap,0.0,164.93,4
1788974638.932808,learning_extended:serverless_predictive_lastgap,0.0,164.93,4
1788974639.1347558,learning_extended:serverless_predictive_lastgap,0.0,164.93,4
1788974639.3367145,learning_extended:serverless_predictive_lastgap,0.0,164.93,4
1788974639.5387714,learning_extended:serverless_predictive_lastgap,4.9,164.93,4
1788974639.7408063,learning_extended:serverless_predictive_lastgap,0.0,164.93,4
1788974639.9429855,learning_extended:serverless_predictive_lastgap,0.0,164.93,4
1788974640.1462471,learning_extended:serverless_predictive_lastgap,4.9,164.93,4
1788974640.348152,learning_extended:serverless_predictive_lastgap,0.0,164.93,4
1788974640.5501115,learning_extended:serverless_predictive_lastgap,5.0,164.93,4
1788974640.7523484,learning_extended:serverless_predictive_lastgap,0.0,164.93,4
1788974640.954506,learning_extended:serverless_predictive_lastgap,0.0,164.93,4
1788974641.1565082,learning_extended:serverless_predictive_lastgap,5.0,164.93,4
1788974641.3586946,learning_extended:serverless_predictive_lastgap,0.0,164.93,4
1788974641.5607495,learning_extended:serverless_predictive_lastgap,0.0,79.91,3
1788974641.7626228,learning_extended:serverless_predictive_lastgap,0.0,37.41,1
1788974641.9647212,learning_extended:serverless_predictive_lastgap,0.0,37.41,1
1788974642.166589,learning_extended:serverless_predictive_lastgap,5.0,72.46,2
1788974642.3684103,learning_extended:serverless_predictive_lastgap,89.2,80.07,2
1788974642.5703373,learning_extended:serverless_predictive_lastgap,0.0,80.07,2
1788974642.772117,learning_extended:serverless_predictive_lastgap,0.0,80.07,2
1788974642.974261,learning_extended:serverless_predictive_lastgap,0.0,80.07,2
1788974643.1761258,learning_extended:serverless_predictive_lastgap,5.0,80.07,2
1788974643.378028,learning_extended:serverless_predictive_lastgap,0.0,80.07,2
1788974643.5798657,learning_extended:serverless_predictive_lastgap,0.0,80.07,2
1788974643.7819462,learning_extended:serverless_predictive_lastgap,0.0,80.07,2
1788974643.9838738,learning_extended:serverless_predictive_lastgap,0.0,80.07,2
1788974644.1858008,learning_extended:serverless_predictive_lastgap,0.0,80.07,2
1788974644.3882601,learning_extended:serverless_predictive_lastgap,19.7,146.0,4
1788974644.5900788,learning_extended:serverless_predictive_lastgap,198.2,165.04,4
1788974644.7937782,learning_extended:serverless_predictive_lastgap,4.9,165.2,4
1788974644.9964476,learning_extended:serverless_predictive_lastgap,0.0,165.2,4
1788974645.1985974,learning_extended:serverless_predictive_lastgap,0.0,165.2,4
1788974645.400549,learning_extended:serverless_predictive_lastgap,4.9,165.2,4
1788974645.602581,learning_extended:serverless_predictive_lastgap,0.0,165.2,4
1788974645.804628,learning_extended:serverless_predictive_lastgap,0.0,165.2,4
1788974646.0076628,learning_extended:serverless_predictive_lastgap,4.9,165.2,4
1788974646.2105753,learning_extended:serverless_predictive_lastgap,0.0,165.2,4
1788974646.4125202,learning_extended:serverless_predictive_lastgap,0.0,165.2,4
1788974646.6145668,learning_extended:serverless_predictive_lastgap,0.0,165.2,4
1788974646.8167229,learning_extended:serverless_predictive_lastgap,0.0,165.2,4
1788974647.0189934,learning_extended:serverless_predictive_lastgap,0.0,165.2,4
1788974647.2212932,learning_extended:serverless_predictive_lastgap,0.0,165.2,4
1788974647.4237115,learning_extended:serverless_predictive_lastgap,0.0,165.2,4
1788974647.6265051,learning_extended:serverless_predictive_lastgap,4.9,165.2,4
1788974647.8290102,learning_extended:serverless_predictive_lastgap,0.0,165.2,4
1788974648.0313177,learning_extended:serverless_predictive_lastgap,0.0,165.2,4
1788974648.2333817,learning_extended:serverless_predictive_lastgap,4.9,165.2,4
1788974648.4356427,learning_extended:serverless_predictive_lastgap,0.0,165.2,4
1788974648.6378915,learning_extended:serverless_predictive_lastgap,0.0,165.2,4
1788974648.8400187,learning_extended:serverless_predictive_lastgap,0.0,165.2,4
1788974649.042848,learning_extended:serverless_predictive_lastgap,0.0,165.2,4
1788974649.2461133,learning_extended:serverless_predictive_lastgap,0.0,165.2,4
1788974649.4492853,learning_extended:serverless_predictive_lastgap,0.0,165.2,4
1788974649.6522052,learning_extended:serverless_predictive_lastgap,0.0,165.2,4
1788974649.854275,learning_extended:serverless_predictive_lastgap,0.0,165.2,4
1788974650.05653,learning_extended:serverless_predictive_lastgap,4.9,165.2,4
1788974650.258808,learning_extended:serverless_predictive_lastgap,0.0,165.2,4
